stop_name	stop_lat	stop_lon
Grabiszyńska	51.1020988200	17.0124409500
Waniliowa	51.1783470000	16.9999720000
Przebiśniegowa	51.1729953000	17.1135440100
JANÓWEK(WOŚ)	51.1917211000	16.9063005900
Żernicka(Stacjakolejowa)	51.1269802100	16.9138502600
Bielany-Kościół	51.0405756600	16.9693857500
JERZMANOWO(CmentarzI)	51.1240939500	16.8850145500
Strachowicka	51.1236751000	16.9168737800
Mokrzańska	51.1473094900	16.8541876400
Długa	51.1188833900	17.0148667100
WysokaOsiedle	51.0531000400	17.0036249900
Piastowska	51.1157847500	17.0601889900
Malwowa	51.1669278700	17.1099854200
Gospodarska	51.1181430000	17.1240820000
MichałowiceSkrzyżowanie	51.2359550300	17.2198430900
pl.Strzegomski(MuzeumWspółczesne)	51.1131478500	17.0069625800
DWORZECNADODRZE	51.1243152200	17.0339979800
Szczodre-Szkoła	51.1982979900	17.1896988900
WyższaSzkołaBankowa	51.1141454600	16.9793515300
Zielińskiego	51.0985220000	17.0205051500
Berenta	51.1355033400	17.0564686600
Różanka	51.1393994100	17.0211160300
Wielka	51.0937447000	17.0207507700
Iwiny(Rondo)	51.0452000000	17.0608970000
Niedźwiedzia	51.1212930400	16.9936183400
STADIONWROCŁAW(Królewiecka)	51.1435004200	16.9503300900
Bielany-Kwiatowa	51.0333900900	16.9665450000
Kolista	51.1330014600	16.9728653000
Robotnicza	51.1091136500	17.0089554400
Wilczyce-Sosnowa	51.1314904800	17.1680686700
Trzmielowicka	51.1417087200	16.8553300100
WitaStwosza	51.1107382200	17.0349735200
Krakowiany-skrzy.	51.2639650500	17.1902427500
ŻernikiWr.-Orla	51.0365912700	17.0591632900
Transbud	51.0835254100	17.0597123500
Kościelna	51.0628624200	16.9834090000
Kiełczów-Rzeczna	51.1293948600	17.1746117700
Wilczyce	51.1330209100	17.1428825800
Żmudzka	51.1446806500	17.1409566500
Prusa	51.1194764100	17.0574045500
Kościuszki	51.1002161400	17.0454389000
Mokra	51.1714601300	16.8377438800
Krucza	51.0935887800	17.0099333100
Wiśniowa	51.0843577600	17.0252801300
PL.JANAPAWŁAII	51.1121344400	17.0222294200
Blizanowicka	51.0760609100	17.0924123800
Kwiatkowskiego	51.0586784600	16.9557872600
Bagatela	51.1522133200	17.0700590100
Ziemniaczana	51.0532118800	17.0931592200
PL.JANAPAWŁAII	51.1112182800	17.0214086700
Gajowicka	51.0884453400	17.0054643500
BARTOSZOWICE	51.1025481000	17.1160670600
Samotwór-Dębowa	51.1064770000	16.8359480000
Milicka	51.1523470000	17.0434690000
OSOBOWICKA(CmentarzII)	51.1349043200	17.0091195400
Mikołowska	51.1107977500	17.1368036600
LasRatyński	51.1235167000	16.8330710000
Sulimów	51.0013220000	17.1262570000
Krynicka	51.0794074100	17.0503490200
Grabiszyńska	51.1012382500	17.0137498600
BiskupicePodgórneLGDisplay	51.0176873300	16.8773746000
Kamiennogórska(Ośrodekdlaniewidomych)	51.1424933800	16.9000487100
Modra	51.1368106600	16.9666722700
Rzemieślnicza	51.1708793000	17.0037794600
Gorlicka	51.1438095000	17.1193789900
Przybyły	51.1088700500	16.9187671100
Braterska	51.0675833100	16.9994387300
Kiełczówek	51.1194486800	17.1789982800
ZOO	51.1056143300	17.0774178600
Skarbowców	51.0662541300	16.9893355300
Królewiecka	51.1460958400	16.9448838300
Działkowa	51.0783962000	17.0342315100
RakówI	51.1699461100	17.2776362500
Złotostocka	51.0771464300	17.0603034800
Malinowa	51.0669667400	17.0105973600
Katedra	51.1136256800	17.0521276900
Wojnów	51.0971220300	17.1640454700
DWORZECNADODRZE	51.1248538300	17.0348736500
GALERIADOMINIKAŃSKA	51.1080193600	17.0373825200
Monopolowa	51.1153852900	17.1116342900
Radwanice-Dębowa	51.0442600000	17.1226830000
Witkowska	51.1484043200	16.9889220200
Domaszczyn-skrzy.	51.1889128000	17.1511035600
Spółdzielcza	51.1027866300	17.1027174900
Tramwajowa	51.1043278700	17.0842120400
DW.ŚWIEBODZKI	51.1084941300	17.0176683400
Weigla(Szpital)	51.0764489300	17.0176764900
PL.JANAPAWŁAII	51.1122343800	17.0228064700
Kosmonautów(NoweŻerniki)	51.1392750000	16.9269980000
Dmowskiego	51.1166325900	17.0237171200
Pisarzowice-Szkolna	51.2097013000	16.8511683000
Tokary-osiedle	51.2307025900	17.1347456300
PRACZEODRZAŃSKIE	51.1746860700	16.9064144500
Psary-Parkowa	51.1825528300	17.0402544400
Pasikurowice-n/ż	51.2158836700	17.1174768500
Jasińskiej	51.1208448000	16.8766394500
Świstackiego	51.0995585900	17.0508984700
ArmiiKrajowej(Bogedaina)	51.0855263200	17.0662281300
Rysia	51.1285206700	16.9899350800
DHAstra	51.1284218300	16.9756709700
ZAKRZÓW	51.1620130600	17.1246816000
Metalowców	51.1324884700	16.9582692100
POLANOWICE	51.1628481700	17.0457859800
MULICKA	51.1450600000	17.1168390000
DWORZECNADODRZE	51.1243144200	17.0350332100
KROMERA	51.1317605400	17.0651457600
WAŁBRZYSKA	51.0639551200	16.9795281100
Orla	51.0800251200	17.0077691200
Kątowa	51.1564894300	17.0442129900
Morwowa	51.0772526500	17.0517399700
Pasikurowice-Energetyczna	51.2140019900	17.1098455100
Kamieńskiego	51.1395609400	17.0327146700
KROMERA	51.1323779400	17.0630109500
RondoObrońcówGrodna	51.1648396200	17.0281034400
Maślicka	51.1491117300	16.9453108400
Jastrzębia	51.0846358300	17.0112074900
Borowska	51.0892957400	17.0341406700
HALLERA	51.0867284400	17.0114723100
Wilkszyńska	51.1735436700	16.8866726600
Rynek	51.1097681800	17.0267142700
Januszkowice-skrzy.Kępa	51.2327788400	17.2367243100
Turoszowska	51.1527705700	16.9473097800
JANÓWEK(WOŚ)	51.1917403100	16.9060830700
Zaporoska	51.0969611100	17.0156446500
Perzowa	51.1766331200	16.9916496600
Szkocka	51.1101418200	16.9688408000
RODPodDębem	51.1543370700	17.1046708800
Stępin	51.2084830100	17.2808881800
Sąsiedzka	51.0667437300	16.9946541100
ŚLAZOWA	51.1525993200	16.9960965700
WilczyceWilczyckaClarena	51.1158299400	17.1710698300
Królewiecka	51.1452643200	16.9464290700
Kamienna	51.0861830000	17.0468820000
ParkStaromiejski	51.1049990100	17.0371063000
Krakowska	51.0927741200	17.0611202900
Irysowa	51.1506472000	17.0178953300
Piwnika-Ponurego	51.1495054200	17.1110523200
Hippiczna	51.0679444400	17.0088540200
Brücknera	51.1384525600	17.0817861900
PSIEPOLE(Stacjakolejowa)	51.1505801000	17.1205503400
RadioiTelewizja	51.0715518400	17.0057435900
Gajowa	51.0917270400	17.0401052200
HALLERA	51.0860710600	17.0125515300
Obornicka(Obwodnica)	51.1579494300	17.0099928900
Twardogórska	51.1523470000	17.0434690000
Krasińskiego	51.1058589600	17.0433408200
Daszyńskiego	51.1267406800	17.0484465900
Hermanowska	51.1222380000	16.9556230000
ŻernikiWr.-Kolejowa	51.0306620000	17.0632260000
DWORZECNADODRZE	51.1247491800	17.0349755900
Bałtycka	51.1382819000	17.0293741400
ZACHODNIA(Stacjakolejowa)	51.1160666300	17.0004452200
Marszowicka	51.1630125700	16.8783571200
HALLERA	51.0867606000	17.0123529300
Dmowskiego	51.1169654800	17.0236462200
Bojanowska	51.1651292500	16.8813582900
Opolska	51.0655358300	17.0968956500
Jastrzębia	51.0842209300	17.0104920200
Węgrów(nawys.nr19)	51.2643078000	17.2207111000
EPI	51.0981254200	17.0317100300
BulwarDedala	51.1273515200	16.9639283500
StadionWrocław(Lotnicza)	51.1373814700	16.9403289800
Kiełczów-Zgodna	51.1376220700	17.1869286600
Jaworowa	51.0815133800	17.0225904300
Orla	51.0801449600	17.0081865400
PRACZEODRZAŃSKIE(Stacjakolejowa)	51.1721498500	16.9033906600
KUŹNIKI	51.1238970000	16.9508620000
Sanocka	51.0933931000	17.0304163200
Długołęka-Kasztanowa	51.1776930900	17.1880799200
Tyrmanda	51.1035229500	16.9462130400
NowyDwór	51.1123561600	16.9608058600
DW.ŚWIEBODZKI	51.1085806700	17.0180662400
Buforowa	51.0706058800	17.0537077300
UrządWojewódzki	51.1098023400	17.0479983100
Brochowska	51.0691156800	17.0929395700
Kowalska56	51.1364754100	17.0974021900
Małopolska(Ośrodekdlaniewidomych)	51.1378757500	16.8977163500
WrocławskiParkPrzemysłowy	51.1125666800	16.9942315400
Kwidzyńska	51.1315845700	17.0779541400
OSOBOWICKA(Cmentarz)	51.1351730000	17.0056344200
Malinowa	51.0667177400	17.0105562100
Lekarska	51.1601646900	17.0277247600
Ługowa	51.1592049500	17.0446813800
Dmowskiego	51.1169898900	17.0256625400
WrocławskiParkTechnologiczny	51.1050638300	16.9707481600
Pomorska	51.1172336100	17.0316115400
Świdnicka	51.1070220600	17.0328506700
Piwnika-Ponurego	51.1502106000	17.1098420400
Gęsia	51.1320167700	17.0890709400
Końcowa	51.0958214900	16.9624517200
Bzowa(CentrumZajezdnia)	51.0976122400	16.9919245600
KROMERA	51.1320085300	17.0657783000
Pisarzowice-Graniczna	51.1968230000	16.8549944000
mostGrunwaldzki	51.1101332700	17.0555734000
UniwersytetEkonomiczny	51.0897680300	17.0267317900
Gwiaździsta	51.0995503700	17.0262885600
RondoObrońcówGrodna	51.1647578600	17.0276791400
OgródBotaniczny	51.1174629100	17.0510953200
Domaszczyn-Trzebnicka	51.1962283600	17.1520916500
Suwalska	51.1522513600	16.9268182400
DWORZECAUTOBUSOWY	51.0970610000	17.0373520000
Byków-Ogrodowa	51.1907642100	17.2347376700
Poświęcka	51.1565148000	17.0340930700
Wiśniowa	51.0835491300	17.0264160100
Cynamonowa	51.1759210000	16.9981530000
PL.JANAPAWŁAII	51.1122244400	17.0225310600
Kamieńskiego	51.1393462800	17.0331472500
Chwałkowska	51.1597972000	16.9101406700
LutyniaOsiedle	51.1372050000	16.7957630000
Smardzów-Reja	51.0277990000	17.0845800000
mostGrunwaldzki	51.1101360600	17.0550925200
Ożynowa	51.0649495100	17.0099101300
Wiaduktowa	51.0752130500	17.0764034900
RondoObrońcówGrodna	51.1665236300	17.0273642600
Kępińska	51.1442188300	17.0312330000
MłodychTechników	51.1130337800	17.0125979100
Maślicka	51.1488387700	16.9455355700
Pułtuska	51.0743019600	17.0159050400
ŻERNIKIWROCŁAWSKIE	51.0334200000	17.0557170000
TARNOGAJ	51.0786695200	17.0643093200
Kiełczów-Wrocławska	51.1412775600	17.1733541100
DWORZECGŁÓWNY	51.1000018600	17.0353093500
FAT	51.0940732600	16.9803276600
DomaszczynKościół	51.1880416500	17.1650393500
Radwanice-Szkoła	51.0486200000	17.1156490000
Rynek	51.1094083200	17.0264757300
Szewczenki	51.1418492700	17.1231984300
Złotnicka	51.1436261400	16.8893468900
Długołęka-NowyUrząd	51.1739721400	17.2021439700
Owczarska	51.1527587700	16.8635621500
RakówIII	51.1583466300	17.2729105400
LEŚNICA	51.1448620800	16.8719590700
PL.GRUNWALDZKI	51.1114348700	17.0598402600
C.H.Korona	51.1421242700	17.0927085500
Iwiny-Brochowska	51.0405800000	17.0736210000
ZAKRZÓW	51.1618697000	17.1244177400
Skała-skrzy.(obr.Węgrów)	51.2556714000	17.2283262700
WilczyceWilczyckaStaryMłyn	51.1228694700	17.1549152900
mostGrunwaldzki	51.1101381200	17.0554933300
Siechnice-Ogrodnictwo	51.0248280000	17.1525860000
Jędrzejowska	51.1583647700	16.9168876700
ZajezdniaBOREK	51.0782376500	17.0068459900
Arkady(Capitol)	51.1020902000	17.0294678100
Drukarska	51.0897742800	17.0213907500
Wojszyce	51.0658319400	17.0323988000
WysokaOsiedle	51.0532800400	17.0036759900
Mickiewicza	51.1092717900	17.0747493600
Kolista	51.1329353800	16.9727068400
PL.GRUNWALDZKI	51.1117002800	17.0604315100
Wysoka-Chabrowa	51.0480900600	17.0035423900
Krępice	51.1533960000	16.8156470000
Chełmońskiego	51.1036518100	17.0909484200
Jeleniogórska	51.1463339100	16.8763782900
Tunelowa	51.0651283100	17.0646960900
Śniadeckich	51.1197837900	17.0774629500
Bzowa(CentrumZajezdnia)	51.0975086400	16.9913099400
pl.OrlątLwowskich	51.1072991700	17.0214432800
Racławicka	51.0816957000	17.0006320000
Nowowiejska	51.1243609700	17.0451328100
Kiełczowska(Cmentarz)	51.1448648400	17.1494268600
Piecowice	51.1443260000	17.2177718500
mostOsobowicki	51.1330474500	17.0275404900
ParkSzczytnicki	51.1115466600	17.0830265300
Jagodno	51.0592203000	17.0564478600
Kozanowska	51.1390591400	16.9654023200
Zajączkowska	51.1928453600	16.9779146300
Rakowiecka	51.0971037900	17.0676725800
AlejaPracy	51.0912815800	16.9865558100
Ślusarska	51.0847614100	16.9905185000
Kwidzyńska	51.1317477900	17.0807512200
Tyniecka	51.0721800000	16.9584270000
Kiełczów-SielskaZagroda	51.1237185000	17.1752099400
Słoneczna	51.0600289200	16.9747878000
Rodła	51.1247121300	16.8636410200
Owczarska	51.1517139500	16.8646837100
Zgorzelisko	51.1383725500	17.1313198600
ParkBrochowski	51.0627158000	17.0758671600
KLECINA	51.0658163200	16.9881728400
Nowodworska	51.1138580300	16.9647181400
pl.OrlątLwowskich	51.1073735000	17.0215681200
GALERIADOMINIKAŃSKA	51.1085276100	17.0387922100
Kiełczów-WODROL	51.1351346700	17.1758657000
Sowia	51.0737487700	17.0016200900
KROMERA	51.1316622500	17.0652258100
Koszarowa	51.1403086600	17.0701030500
mostOsobowicki	51.1330485300	17.0276312700
Gęsia	51.1318492300	17.0881661100
OPORÓW	51.0841298200	16.9720121500
Ługowa	51.1587789600	17.0444394600
Berenta	51.1349714000	17.0577733900
KUŹNIKI	51.1238390200	16.9499502300
Zarembowicza	51.1079012900	16.8993525100
Opatowickanr59	51.0950859000	17.1159210000
Przybyszewskiego	51.1401167300	17.0629669600
MuchobórWielki	51.0989253500	16.9415527700
Szymanów-skrzyż.	51.1884069300	17.0306521000
PraczeWidawskie	51.1776764800	17.0155968700
Łozina-Milicka/poczta	51.2331773400	17.1775206200
Odolanowska	51.1659900000	17.1295520000
Bujwida	51.1136338100	17.0674990400
Mickiewicza	51.1085166800	17.0726607600
Hynka	51.1224620800	16.9621544900
Wilkszyn-Polna	51.1886197000	16.8665259000
Zagrodnicza	51.1071760100	17.1422417100
Wiejska	51.0776360200	16.9639160200
Zarembowicza	51.1079148144	16.8994459011
Klimasa	51.0801847400	17.0626517100
GALERIADOMINIKAŃSKA	51.1084040300	17.0385789900
pl.Zgody	51.0998940500	17.0543140600
Kliniki	51.1093224100	17.0660967800
WOJNÓW(pętla)	51.0947136200	17.1663919400
Ćwiczebna	51.1584095200	17.0089604300
BrzeziaŁąka-cmentarz	51.1227209200	17.2391994100
Tymiankowa	51.1757030000	16.9934700000
Rdestowa	51.1109372600	16.8907686000
Pasikurowice-n/ż	51.2159089100	17.1173187300
Gałów-Przedszkole	51.1100928700	16.8156050000
Śniadeckich	51.1201109200	17.0779987400
Mirków-Jagiellońska	51.1675321700	17.1643626000
BrzeziaŁąka-Wrocławska	51.1234713600	17.2456659100
Kowale(Stacjakolejowa)	51.1339367600	17.1022124300
Radwanice-Mickiewicza	51.0569100000	17.1059690000
pl.Zgody	51.1006393300	17.0531732500
PSARY	51.1873110000	17.0308790000
Daszyńskiego	51.1263300000	17.0476616300
Borowska	51.0880667700	17.0364739000
OPATOWICE	51.0949183300	17.1286193500
Kamień-Bursztynowa	51.1685324000	17.2138895500
MichałowiceSkrzyżowanie	51.2360421900	17.2198812300
Długołęka-Wiejska	51.1750964800	17.1799630600
Małopolska(Ośrodekdlaniewidomych)	51.1376960800	16.8987096800
Złotniki	51.1389365300	16.8934000800
Piastowska	51.1162080000	17.0609890100
GAJ-pętla	51.0771230900	17.0495971700
Północna	51.1575562100	16.9335171300
Adamieckiego	51.0742591700	16.9629950300
SĘPOLNO	51.1139437200	17.1036990900
Kiełczów-Biedronka	51.1428357400	17.1648719200
Łozina-Milicka/szkoła	51.2348521100	17.1812383400
Świdnicka	51.1072061900	17.0326635900
Ciechocińska	51.1525570000	16.8834970000
Kościuszki	51.1000415800	17.0444163500
WzgórzePartyzantów	51.1036847000	17.0372823900
SPISKA(Ośrodeksportu)	51.0831455300	17.0311058100
pl.OrlątLwowskich	51.1071331900	17.0193938800
Kwidzyńska	51.1316188000	17.0794718900
rondoŚw.OjcaPio	51.0593500000	17.0078240000
KOZANÓW	51.1374775400	16.9683083100
Kwiatkowskiego	51.0587269700	16.9556470700
Świstackiego	51.0990054400	17.0501344200
Os.Przyjaźni	51.0692228100	16.9966602700
MłodychTechników	51.1128750200	17.0119350800
Kiełczów-cmentarz	51.1376957000	17.1774496800
Gęsia	51.1320290400	17.0878363100
Zagrodnicza	51.1067304600	17.1432352200
Grabowa	51.1400562100	16.9209472000
Kiełczów-Biedronka	51.1426775300	17.1665650500
Kościuszki	51.1001978000	17.0452882600
DomaszczynStawowa	51.1887715300	17.1504335600
Paulińska	51.1202902400	17.0353334500
Paulińska	51.1209707300	17.0350993300
Przybyły	51.1089846600	16.9171314200
Żmudzka	51.1454284000	17.1427060700
STARODWORSKA(ZUW)	51.0713800000	17.1167980000
NaNiskichŁąkach	51.0977333300	17.0558803700
Marchewkowa	51.0664376600	16.9741303100
TARNOGAJ	51.0785975300	17.0639382600
Groblice-Kolejowa	51.0125090000	17.1719180000
JednościNarodowej	51.1216704300	17.0437230400
Opatowickanr127	51.0921835800	17.1329421700
MULICKA	51.1453306200	17.1166607300
Rubczaka	51.1440717400	16.8661112600
Świt	51.0608632600	17.0270292000
BrzezinkaŚredzka-Główna	51.2158882000	16.8369020000
Słowiańska	51.1236244700	17.0412335800
Ozorzyce-Krasińskiego	50.9990000000	17.0834190000
Kochanowskiego	51.1151185900	17.0734512800
SOŁTYSOWICE	51.1551703700	17.0644222100
JednościNarodowej	51.1215486000	17.0434567500
Grabiszyńska	51.1015952500	17.0131843500
Kominiarska(placsportowy)	51.1753141900	17.0116024200
Sąsiedzka	51.0668736000	16.9948905000
Zakrzowska	51.1507428000	17.1158374700
NaGrobli	51.1016847600	17.0677242800
Bociania	51.1296935200	17.0981946100
DobroszówOleśnicki	51.2163707600	17.2287080600
LEŚNICA	51.1446892600	16.8723451000
Bierzyce-wieś	51.2383927100	17.1845802400
Jordanowska	51.0787900000	16.9567230000
BARDZKA	51.0839914000	17.0492529200
Poprzeczna	51.1466086000	17.0741987400
Ratyń-skrzyżowanie	51.1295846700	16.8477604000
Kleczkowska	51.1274451500	17.0278245300
Weigla(Szpital)	51.0769704300	17.0183623200
LEŚNICA	51.1447892900	16.8718135300
Radwanice-Dębowa	51.0442600000	17.1228670000
Bukowina	51.2107663100	17.1401239400
Rynek	51.1110606000	17.0272088000
GAJ-pętla	51.0767824000	17.0505479400
Morwowa	51.0772523100	17.0517072200
BrzeziaŁąka-skrzy.Główna	51.1233787700	17.2632992100
Pomorska	51.1172673500	17.0320013500
ParkStaromiejski	51.1051252900	17.0368984800
MłodychTechników	51.1127756400	17.0119553900
Wielkopolska	51.1405879400	16.8875703200
Joannitów	51.0940902800	17.0337646200
Pułaskiego	51.0981942500	17.0430250300
PL.JANAPAWŁAII	51.1120850000	17.0204875700
PILCZYCE	51.1359477000	16.9505394800
PAWŁOWICE(Widawska)	51.1734159700	17.1164216700
Złotostocka	51.0773453200	17.0618224100
PETRUSEWICZA	51.0917530000	17.0320600000
LutyniaOsiedle	51.1374230000	16.7957840000
Nyska	51.0829921100	17.0546832000
Smocza	51.1027130000	17.1554810000
Kochanowskiego	51.1150654000	17.0732761300
Pasikurowice-skrzy.Malinowa	51.2095317100	17.1039360400
Chopina	51.1168782100	17.0819947300
Kątowa	51.1561942400	17.0443834300
Godebskiego(AWFWrocław)	51.1138255300	17.0970024400
NowyDom	51.0934020400	17.1070655300
NaSzańcach	51.1189024500	17.0420412600
GALERIADOMINIKAŃSKA	51.1076956300	17.0396649200
KRZYKI	51.0748613600	17.0072281800
Groblice-Kolejowa	51.0124370000	17.1715610000
Grabiszyńska	51.1024615200	17.0145108900
BIERUTOWSKA(Ośrodekzdrowia)	51.1516490000	17.1307490000
Glinianki	51.1379238300	16.9363732100
Siedlec-skrzy.Osiedlowa	51.2340497600	17.1214810200
Brodzka	51.1575745900	16.9240635500
GRABISZYŃSKA(CmentarzII)	51.0876858400	16.9751857000
Brzezina-Kościół	51.2023321000	16.8327646000
Wielka	51.0942240200	17.0215310400
Pl.Hirszfelda	51.0944897700	17.0163348100
Katedra	51.1136232700	17.0513247700
LEŚNICA-Hermes	51.1460950500	16.8656923700
Wiejska	51.0774246200	16.9621792400
Ślęza(ul.Dębowa)	51.0384550000	16.9861450000
StadionOlimpijski	51.1169679400	17.0902603700
Kołobrzeska	51.1219857100	16.9475415100
Katedra	51.1133172200	17.0500348600
Wielka	51.0929713500	17.0194295900
Śliwice	51.1289368400	17.2140311300
Gałowska	51.1132364400	16.8450913800
KROMERA	51.1320326100	17.0655881200
Łozina-NowegoOsiedlaI	51.2334363000	17.1719646600
Uniwersytecka	51.1126320200	17.0358535200
Arkady(Capitol)	51.1009390900	17.0289667400
Kamień-Bursztynowa	51.1688035900	17.2133833100
Pruszowice-las	51.1833116600	17.1449298900
ZACHODNIA(Stacjakolejowa)	51.1166283300	17.0003626000
Psary-Parkowa	51.1828911300	17.0396517300
Arkady(Capitol)	51.1016523800	17.0292595400
Zalewowa	51.0908089200	17.1345731600
Pomorska	51.1178923100	17.0310019500
Rogowska	51.1104645400	16.9558800200
NaNiskichŁąkach	51.0962619600	17.0567221800
Olsztyńska	51.1404469700	17.0940870700
Szczodre-stawy	51.2044680000	17.2053534500
OgródBotaniczny	51.1161181000	17.0510732200
Krakowska	51.0933109800	17.0599428100
FAT	51.0937556100	16.9803761500
LITEWSKA	51.1422889200	17.1275839200
Dubois	51.1170930400	17.0339673900
Broniewskiego	51.1358510100	17.0373830600
Morelowskiego	51.0702261200	16.9682534000
Prudnicka	51.0900471900	17.0448159600
Płońskiego	51.1446192400	16.8673237400
Inflancka	51.1423978500	17.1297809700
RODZgoda	51.0660581400	17.0599531500
Kamieńskiego	51.1395513400	17.0315652400
OSOBOWICE	51.1373630200	16.9940769000
DWORZECGŁÓWNY	51.1007290600	17.0360707800
Wielka	51.0941514200	17.0210274000
PocztaGłówna	51.1078565000	17.0456374200
RODPodDębem	51.1537050200	17.1044453700
Oleśniczka-skrzy.	51.1493024500	17.2824804600
Żernicka	51.1257694600	16.9117077800
Sulęcin	50.9928550000	17.1502280000
ParkSzczytnicki	51.1114017700	17.0821702900
BIEŃKOWICE	51.0477088500	17.0910195600
Drzewieckiego	51.1217958200	16.9677468300
pl.Legionów	51.1041631800	17.0225440200
Ołtaszyn	51.0576575900	17.0231508400
Brücknera	51.1391682700	17.0808060300
Pola	51.1367169500	17.0431746800
HalaStulecia	51.1074278200	17.0726744600
Kotowice-Ogrodowa	51.0218300000	17.2313800000
KomunyParyskiej	51.1015229100	17.0474334700
ParkWschodni	51.0851935000	17.0720408200
Husarska	51.0602018500	17.0012068000
MaśliceMałe	51.1529305700	16.9401113700
Fieldorfa(Szpital)	51.1441460000	16.9067010000
Pereca	51.1010779000	17.0074396800
KARŁOWICE	51.1343026500	17.0372263100
Hippiczna	51.0684791400	17.0089487100
Słowiańska	51.1236268900	17.0413495500
Średzka	51.1453562200	16.8666079400
Gajowicka	51.0890964900	17.0067361200
Księska	51.0763938800	17.0901978600
Oleśniczka	51.1466091400	17.2804715400
Rzemieślnicza	51.1714458000	17.0047036000
Gajowa	51.0917812800	17.0399864400
pl.OrlątLwowskich	51.1068614100	17.0212558900
Karwińska	51.0825680100	17.0764368600
Piecowice	51.1445072900	17.2174770300
Zemska	51.1164239600	16.9467466100
Bujwida	51.1136734200	17.0676557400
Wilkszyn-Miłoszyn	51.1843236000	16.8710786000
Kwiska	51.1247132700	16.9844113400
Krajobrazowa	51.1289803400	16.8396436800
Piastowska	51.1162081500	17.0609070400
Glinianki	51.1385060900	16.9344320800
RODTysiąclecia	51.1116160700	16.9521954300
BrzeziaŁąkaGłównapętla	51.1217223900	17.2721796500
Wojanowska(Arachidowa)	51.1541800000	16.8991180000
Małopanewska	51.1239023600	16.9868138100
Starodębowa	51.1673829400	17.1059324800
Skarbowców	51.0669985300	16.9912763800
ArmiiKrajowej	51.0875014300	17.0682828700
Gałów-ferma	51.1180276000	16.8253587000
Bogusławice	50.9978370000	17.1046100000
Partyzantów	51.1063131700	17.0920731300
Górnickiego	51.1162530900	17.0549195300
Kasprowicza	51.1380070600	17.0537191700
Ostrowskiego	51.0957226000	16.9728473700
BrzeziaŁąkaGłówna	51.1226151200	17.2649085400
Kwiska	51.1255823700	16.9834199800
KOLBUSZOWSKA(Stadion)	51.0940238500	16.9972875400
Kamienna	51.0849903800	17.0479730000
KomunyParyskiej	51.1022548400	17.0466215400
ŻAR	51.1500841400	16.8333275800
DHAstra	51.1278478600	16.9759912400
Stabłowice	51.1564929900	16.8913875000
Mochnackiego	51.1419850600	17.0366010800
Słonimskiego	51.1306140000	17.0450780000
Siedlec-Wrocławska/sklep	51.2310880600	17.1158433200
Połabian	51.0567143100	16.9713183600
Wełniana	51.1608408700	16.9052291400
NowyDom	51.0933543500	17.1072604700
Tramwajowa	51.1042905300	17.0838771700
pl.OrlątLwowskich	51.1076744900	17.0210016700
OPATOWICE	51.0948336300	17.1292184000
Gałowska	51.1135177200	16.8452426300
DWORZECGŁÓWNY	51.0991877800	17.0343344100
JednościNarodowej	51.1215483000	17.0435518200
Kamieńskiego	51.1407474500	17.0321338600
RODOświata	51.1009791100	16.9727983900
Bystrzycka	51.1233331100	16.9587513000
Poleska	51.1460447200	17.1282584700
Wawrzyniaka	51.0765863700	16.9968549000
Brodzka	51.1576467400	16.9216401400
Serbska(C.K.Agora)	51.1336537900	17.0198858100
ŻernikiWr.-Kolejowa	51.0306050000	17.0630610000
Wallenroda	51.1549666500	17.1191277600
Fieldorfa	51.1462510000	16.9079130000
pl.Strzegomski(MuzeumWspółczesne)	51.1127548400	17.0071732900
HALLERA	51.0865126500	17.0114967300
BISKUPIN	51.1010322800	17.1095051500
Strachowskiego	51.0582375000	17.0156518200
Kępa	51.2384501300	17.2097710000
AlejaWędrowców	51.0886740900	16.9923010800
Przyjaźni	51.0685021100	17.0035471700
Dąbrowica	51.2176411400	17.2163361800
Nowodworska	51.1137697500	16.9647924500
KRZYKI	51.0757394700	17.0076464900
Gałów-Przedszkole	51.1119135000	16.8166652900
Mokra	51.1715619400	16.8373543400
Piramowicza	51.1030818500	17.0964061300
Siechnice-Wiadukt	51.0357600000	17.1362570000
Dubois	51.1169492400	17.0342119600
DWORZECGŁÓWNY(Stawowa)	51.0994100000	17.0334990000
OSOBOWICE(Stacjakolejowa)	51.1659480200	16.9985915600
BLACHARSKA	51.0821011300	16.9896025300
Szewczenki	51.1417840800	17.1254692100
RATYŃ	51.1296803000	16.8606577700
HalaTargowa	51.1126609800	17.0394104900
Domaszczyn-skrzy.	51.1888967000	17.1512384800
Joannitów	51.0933776900	17.0362072000
SIECHNICE-OSIEDLE	51.0262100000	17.1544650000
Niedźwiedzia	51.1211590400	16.9934766400
Wyszyńskiego	51.1223239800	17.0518703600
MonteCassino	51.1064727900	17.1051594100
KomunyParyskiej	51.1015751000	17.0464211600
KOZANÓW	51.1373875700	16.9688367700
Trzebnicka	51.1286946500	17.0368436200
Zbożowa	51.1737389600	16.9115269100
Hynka	51.1223775500	16.9616045600
Wilczyce-Szkoła	51.1296339100	17.1520280400
Pomorska	51.1180115000	17.0307452500
Inżynierska	51.0947688200	16.9911838000
Wilczyce-Dworska	51.1292884900	17.1549418500
Krucza(Mielecka)	51.0934121100	17.0037653100
Gajowicka	51.0876546200	17.0067966200
Kowieńska	51.1429610300	17.1356792100
Złotnicka	51.1437594200	16.8899994500
