stop_name	stop_lat	stop_lon
STABŁOWICKA(Ośrodekzdrowia)	51.1668332600	16.8985987100
Dąbrowica	51.2174882700	17.2168247400
Pomorska	51.1172674600	17.0318991700
DobroszówOleśnicki	51.2161177000	17.2288022300
Kotowice-Główna	51.0250540000	17.2316470000
Górnickiego	51.1162501300	17.0550195200
RODBajki	51.0830188600	17.0360095600
RODStorczyk	51.0476633700	17.0160435600
NarodoweForumMuzyki	51.1078990000	17.0262940000
Witkowska	51.1476971300	16.9885244600
Kiełczów-SielskaZagroda	51.1237347200	17.1753222500
PILCZYCE	51.1363248900	16.9498929700
Kliniki	51.1095058500	17.0652826500
Ślęza(ul.Dębowa)	51.0385900000	16.9862840000
pl.NowyTarg	51.1104065200	17.0390255800
Łosice-placzabaw	51.2166976000	17.2038977500
WzgórzePartyzantów	51.1049242300	17.0379534500
GAJ	51.0771565900	17.0397758700
Długołęka-Kasztanowa	51.1772434400	17.1874231200
Reja	51.1124187900	17.0570093800
POCZTAPOLSKA	51.0870806000	16.9489530200
BIERUTOWSKA(Wiadukt)	51.1584667300	17.1476851900
Oleśniczka	51.1466121900	17.2806309000
Mokrzańska	51.1475429900	16.8531224500
RODStorczyk	51.0477536300	17.0159136000
Kiełczów-Rzeczna	51.1298594700	17.1747517700
OSOBOWICKA(CmentarzII)	51.1345367600	17.0109551100
Brücknera	51.1395148500	17.0810791400
Ołtaszyn	51.0568003800	17.0222771800
Kiełczówek	51.1194904100	17.1792128500
Solskiego	51.0817903600	16.9686697900
Wschowska	51.1451622300	16.8802209200
Orlińskiego	51.1221205200	16.9719204400
Prudnicka	51.0900427600	17.0447006800
Złotnicka	51.1438728600	16.8897977600
Cynamonowa	51.1759580000	16.9977880000
Volvo-bramaII	51.1185418700	17.1105157600
KotowiceII-Spacerowa/Leśna	51.0257350000	17.2231330000
PL.GRUNWALDZKI	51.1111411000	17.0611932900
Ratyń-skrzyżowanie	51.1299792900	16.8466710400
Kościelna	51.0638818600	16.9838994700
Stanki	51.0763258500	16.9720669200
Królewska	51.1555831300	17.1290185700
Radwanice-Skrajna	51.0611900000	17.1013960000
KOZANÓW(Dokerska)	51.1411263700	16.9640126500
AlejaPracy	51.0922586200	16.9864164100
Świeradowska	51.0768454300	17.0479991100
Kadłubka	51.0762234400	16.9688686400
OgródBotaniczny	51.1171567400	17.0514722200
Metalowców	51.1330889400	16.9592179100
Gajowicka	51.0879790300	17.0067096800
Reja	51.1124185400	17.0569279300
KotowiceII-Spacerowa/Leśna	51.0254380000	17.2226880000
Szybowcowa	51.1293877300	16.9652179400
KomunyParyskiej	51.1017259800	17.0461160400
Swojczyce	51.1147904000	17.1281076700
Wilkszyn(pętla)	51.1917357000	16.8628661000
Jeleniogórska	51.1451916100	16.8784282200
Pisarzowice-Kolejowa	51.2138342000	16.8473652000
Prusa	51.1198444600	17.0563684700
DW.ŚWIEBODZKI	51.1085111000	17.0188265300
pl.Bema	51.1169782800	17.0433691300
Redycka	51.1491673300	17.0752146900
Fiołkowa	51.0922952900	16.9777138000
Kątna	51.1328295100	17.2838817700
Piastowska	51.1158164800	17.0614917600
Magellana	51.1134611700	17.1222761100
Orla	51.0801599200	17.0084930900
Siechnice-Szkolna	51.0334600000	17.1471350000
Siechnice-Wiadukt	51.0357600000	17.1364420000
Bierzyce	51.2360076000	17.1840852200
Borowa-szkoła	51.1891701200	17.2791587300
Spółdzielcza	51.1019015100	17.1026888100
Godzieszowa(nawys.nr8)	51.2384971300	17.1281536700
PsiePole	51.1456250000	17.1110370000
Karłowicza	51.1169145100	17.0860589800
Długołęka-SELGROSpętla	51.1831096700	17.1985902900
PSIEPOLE(Stacjakolejowa)	51.1496815200	17.1200050900
Żmudzka	51.1453473100	17.1426858900
Wilczyce-Sosnowa	51.1316349100	17.1681809800
Szczepin	51.1177204600	17.0075345100
Dobroszycka	51.1514553900	17.1282492000
PL.GRUNWALDZKI	51.1124589100	17.0608282000
Jaksonowice(nawys.bud27)	51.2444593500	17.2416797100
AlejaPracy	51.0913845800	16.9867018500
Św.Katarzyna-Żernicka	51.0252500000	17.1132590000
PETRUSEWICZA	51.0918600000	17.0330050000
Wojnów	51.0973272500	17.1634351900
Konduktorska	51.0662080000	17.0549460000
Trawowa	51.0972703700	16.9493911900
KRZYKI	51.0747356600	17.0070886800
PSIEPOLE(Stacjakolejowa)	51.1496402100	17.1196140500
KSIĘŻEMAŁE	51.0769998000	17.0844074000
Eluarda	51.1465010000	16.8672910000
AlejaPracy	51.0917529900	16.9852588200
Gromadzka	51.1292442500	16.8538707900
KLECINA	51.0654071700	16.9874249900
STARODWORSKA(ZUW)	51.0712800000	17.1173540000
Tramwajowa	51.1044668200	17.0846699600
KSIĘŻEMAŁE	51.0778430800	17.0836356900
Długołęka-Wiejska	51.1747704100	17.1772107000
Irysowa	51.1514322000	17.0173848600
Łukaszowice	51.0111138000	17.0867935800
Ożynowa	51.0643969800	17.0094561800
Damrota	51.1264885400	17.0548761000
NaOstatnimGroszu	51.1233898900	16.9765406800
Św.Katarzyna-Główna	51.0290900000	17.1190580000
Ostrowskiego	51.0952951700	16.9728792200
Chińska	51.0604299400	17.0832314300
Stanisławowska(W.K.Formaty)	51.0969461700	16.9468979100
pl.NowyTarg	51.1103870600	17.0391595200
Kozia	51.1576890900	16.9276646100
Wojszyce	51.0653971400	17.0322254200
Przedwiośnie(Stacjakolejowa)	51.1602487800	17.1210092900
MostyWarszawskie	51.1286346300	17.0560976100
Sztabowa	51.0881975400	17.0141845400
Radwanice-Mickiewicza	51.0569100000	17.1057840000
Małomicka	51.1666983700	16.8875611400
PSARY	51.1844221500	17.0284019700
Borowa-skrz.	51.1957667100	17.2800933000
KLECINA(Stacjakolejowa)	51.0581600000	16.9879110000
rondoŚw.OjcaPio	51.0600960000	17.0075130000
JednościNarodowej	51.1216700300	17.0437164400
PETRUSEWICZA	51.0918588100	17.0305786900
Libelta	51.1094591600	17.1084175700
GAJ-pętla	51.0767818400	17.0509904200
Sztabowa	51.0887388500	17.0146551500
Lekarska	51.1595979500	17.0276124000
Piłsudskiego	51.1018217400	17.0247599100
SĘPOLNO	51.1136450200	17.1033342800
Kościuszki	51.0994126300	17.0451461500
MIŃSKA(RondoRotm.Pileckiego)	51.1053093900	16.9489282600
pl.Zgody	51.1006037100	17.0533173300
Kozia	51.1575170200	16.9266805100
BARDZKA(Cmentarz)	51.0723033200	17.0529123100
pl.Legionów	51.1043557400	17.0216153800
RACŁAWICKA(pętla)	51.0776580000	16.9834980000
Mokrzańska	51.1492093400	16.8546678400
Bezpieczna	51.1413600100	17.0263762300
SAMOTWÓR-PAŁAC	51.1029664400	16.8312571600
GALERIADOMINIKAŃSKA	51.1076112400	17.0396368400
Topolowa	51.0695955700	17.0801135800
KSIĘŻEMAŁE	51.0772781900	17.0840056000
KOZANÓW(Dokerska)	51.1413776200	16.9638668800
PL.GRUNWALDZKI	51.1111569000	17.0614648300
Bielany-MAKRO	51.0456513900	16.9697022700
Siechnice-Zacisze	51.0305400000	17.1503640000
NowyDwór	51.1124954700	16.9596744000
PL.JANAPAWŁAII	51.1118939900	17.0206968500
Libelta	51.1100021200	17.1086767900
Wilkszyn-Polna	51.1890493000	16.8661957000
Paulińska	51.1209713200	17.0350055400
Blizanowicka	51.0758844300	17.0927620700
Bielany-PKP	51.0382056000	16.9753721500
Kowalska	51.1290113100	17.1136299400
Wojanowska(Olbrachtowska)	51.1526980000	16.9049950000
OSOBOWICKA(CmentarzII)	51.1344896400	17.0112272400
KMINKOWA	51.1786350000	17.0027290000
Ceglana	51.1198273100	17.1219478600
Stabłowice	51.1559262300	16.8911354900
Złotniki	51.1395055500	16.8916672700
GRABISZYŃSKA(Cmentarz)	51.0903793300	16.9767377500
Januszkowice-Wierzbowa	51.2240190400	17.2384600200
ParkTysiąclecia	51.1087356100	16.9432753000
Zielna	51.1454497500	17.1079144100
Krajobrazowa	51.1291202900	16.8404182500
BRZEZINA(pętla)	51.2031854000	16.8264570000
Wojszycka	51.0677188700	17.0143228000
GAŁÓW(pętla)	51.1118900000	16.8106290000
Siechnice-CPNnż	51.0390590000	17.1312140000
Łozina-Milicka/poczta	51.2333505600	17.1776437000
NaSzańcach	51.1194001600	17.0420180500
Rękodzielnicza	51.1370464900	16.9578851800
Kępa-skrzy.	51.2412206500	17.1956563800
Słowiańska	51.1240703500	17.0428228900
NowyDwór	51.1124566500	16.9607992200
Brzezina-Chrobrego	51.2014550000	16.8349673000
OPORÓW	51.0839290000	16.9709156700
8Maja	51.1135437000	17.0910980000
Iwiny-Polna	51.0470300000	17.0820530000
POŚWIĘCKA(Ośrodekzdrowia)	51.1564994400	17.0320980700
Bielany-Kościół	51.0400724800	16.9690615300
Miłoszycka	51.1162510000	17.1276090000
WyższaSzkołaBankowa	51.1142409800	16.9780381500
PL.GRUNWALDZKI	51.1116106300	17.0604342000
BLIZANOWICE	51.0701100000	17.1572330000
Przyjaźni	51.0697348700	17.0040088200
Bielany-Boczna	51.0373768200	16.9681605600
Bajana	51.1306069200	16.9672487900
Poznańska	51.1211119100	17.0119443000
mostyMieszczańskie	51.1176037300	17.0248939600
Bałtycka	51.1375866000	17.0306094400
DWORZECGŁÓWNY	51.0992241900	17.0341040100
Krucza	51.0934228300	17.0083676000
ParkZachodni	51.1298533300	16.9709380000
NowyDwór(Stacjakolejowa)	51.1198707700	16.9529726300
Kleczkowska	51.1272838100	17.0275841500
Dolmed	51.1143586600	17.0026600700
Kamienna	51.0863024900	17.0468284400
Jarnołtowska(Krzeptowska)	51.1202956100	16.8558288700
Wyszyńskiego	51.1219167500	17.0530296500
Zielna	51.1451135500	17.1072601000
Ziemniaczana	51.0530275200	17.0935232100
Tyrmanda	51.1031001700	16.9455441500
Strzegomska56	51.1142978400	16.9846409700
Broniewskiego	51.1363434500	17.0366867900
Niedźwiedzia	51.1216977200	16.9933435700
Górnickiego	51.1163345900	17.0558727900
Rymarska	51.0793500000	16.9916410000
Krynicka	51.0796893700	17.0505028800
WilczyceWilczyckaClarena	51.1157897700	17.1712915800
Ślęza(ul.Przystankowa)	51.0369970000	16.9847500000
Bielany-skrzyżowanie	51.0390917500	16.9709403100
UrządWojewódzki	51.1096733000	17.0477552500
PsiePole(Gorlicka)	51.1458387600	17.1137168100
Ceglana	51.1197409100	17.1218161200
OSIEDLESOBIESKIEGO	51.1590262600	17.1324327000
Żmigrodzka(Obwodnica)	51.1548384400	17.0288383100
Jarocińska	51.1423082100	16.9902143800
DWORZECGŁÓWNY(Stawowa)	51.0999048600	17.0338842900
Dubois	51.1170118900	17.0332606000
Chełmońskiego	51.1037603000	17.0908703600
Kliniki	51.1094524000	17.0661215100
Łosice	51.2167411700	17.2051800100
RODŹródłoZdrowia	51.1511971500	17.1077045100
Ślęza(ul.Przystankowa)	51.0374831000	16.9859783800
Siechnice-Szkolna	51.0342730000	17.1466210000
Opatowickanr85	51.0951554000	17.1230275700
Zacisze	51.1241929000	17.0782392700
FAT	51.0942408000	16.9803286000
ŁozinaCmentarz	51.2284570600	17.1805194000
ZACHODNIA(Stacjakolejowa)	51.1163976900	17.0004091800
Renoma	51.1037838900	17.0307293200
ParkZachodni	51.1294052000	16.9714251000
Bociania	51.1297322500	17.0980540600
Pułtuska	51.0747735700	17.0161786500
Kolista	51.1332096600	16.9722292900
Skierniewicka	51.0776501400	17.0144646000
Łosice-placzabaw	51.2168935700	17.2037054100
Jasińskiej	51.1209893100	16.8766318900
Raków-osiedle	51.1668255600	17.2703164200
Kiełczów-osiedle	51.1324518000	17.1717445100
Śniadeckich	51.1205704600	17.0773104000
Kutrzeby	51.0518332200	17.0188292700
Zimowa	51.0720232900	17.0008125600
pl.OrlątLwowskich	51.1074836000	17.0224198700
Kamiennogórska(Ośrodekdlaniewidomych)	51.1426287900	16.8997251000
Gajowa	51.0919339700	17.0399381800
KomunyParyskiej	51.1023005900	17.0466553900
Weigla(Szpital)	51.0767667200	17.0183333200
Dmowskiego	51.1162438800	17.0247238200
GRABISZYŃSKA(CmentarzII)	51.0881142500	16.9756586700
Prudnicka	51.0891998500	17.0451315000
Pietrzykowice	51.1233340200	17.2323170500
Wysoka-Chabrowa	51.0479177100	17.0039897400
Siedlec-stacja	51.2345642400	17.1212862900
Pilczycka(Anima)	51.1350960200	16.9691335300
KRZYKI	51.0745604600	17.0067135000
Bacciarellego	51.1054386700	17.1116518200
Pasikurowice-Energetyczna	51.2141238000	17.1098117700
OSOBOWICE(Stacjakolejowa)	51.1654575200	16.9989984500
Ślusarska	51.0841596000	16.9903802000
Partynice	51.0608569900	16.9985086200
PL.GRUNWALDZKI	51.1116205100	17.0600864200
Łozina-skrzy.	51.2324397600	17.1752915200
Modra	51.1377356100	16.9648839000
SĘPOLNO	51.1142851200	17.1038941200
OSOBOWICKA(Cmentarz)	51.1350718600	17.0057431500
Siedlec-stacja	51.2345308900	17.1214700400
GIEŁDOWA(CentrumHurtu)	51.0682000000	16.9693370000
Marchewkowa	51.0666983500	16.9741725100
Ostrowskiego	51.0951126700	16.9732223600
Zaolziańska	51.0977656800	17.0256877100
Średzka	51.1452856500	16.8663489400
DomaszczynWrocławskaSkrzyżowanie	51.1879752600	17.1531278000
Zemska	51.1153903100	16.9473666400
Wiśniowa	51.0844577800	17.0256820800
HALLERA	51.0868153700	17.0129105300
StrachowiceGeneralAviation	51.1051401688	16.8988431886
Wiśniowa	51.0832368700	17.0240315000
DWORZECAUTOBUSOWY	51.0971250000	17.0364860000
Fieldorfa(Szpital)	51.1444320000	16.9070280000
Chełmońskiego	51.1038835600	17.0907119500
Berenta	51.1355112000	17.0575858200
Wiejska	51.0770027600	16.9641515900
NarodoweForumMuzyki	51.1081080000	17.0268200000
MonteCassino	51.1065541500	17.1044502200
HalaTargowa	51.1126015000	17.0394897500
Klimasa	51.0800034400	17.0625517600
PSIEPOLE(Stacjakolejowa)	51.1495443400	17.1189480200
PL.STASZICA	51.1225051400	17.0309683500
Paulińska	51.1202896900	17.0354275900
Pruszowice-las	51.1834086600	17.1448986400
DWORCOWA	51.1011492400	17.0400173500
Transbud	51.0837435500	17.0588417700
EPI	51.0976473400	17.0290176100
GRABISZYŃSKA(CmentarzII)	51.0877532300	16.9753058600
ParkWschodni	51.0848852000	17.0722915500
Parafialna	51.0622635700	17.0312163100
Pawłowice	51.1654326600	17.1065903300
Arabska	51.0514937000	17.0926688200
Wysoka	51.0460820200	17.0129740100
KOWALE	51.1289633300	17.1018384000
DWORCOWA	51.1000558900	17.0391382300
Kiełczów-pętla(PlacJanaPawła)	51.1395649800	17.1790150200
Kiełczów-pętla/Wrocławska	51.1394209800	17.1800344300
Bielawa	51.1599867800	17.2523457900
Wallenroda	51.1561601200	17.1204658300
ParkWschodni	51.0851939600	17.0721274500
Reja	51.1127861300	17.0555646400
Czajkowskiego	51.1391643300	17.0651072100
Bukowskiego	51.0765840000	16.9782130000
Kępińska	51.1442056100	17.0308209800
Brochowska	51.0677280600	17.0944196000
Wyścigowa	51.0706036600	17.0113651900
Samotworska	51.1188100000	16.8477930000
Oławska	51.1086347800	17.0339872300
Bielany-skrzyżowanie	51.0390096000	16.9719273700
KSIĘŻEWIELKIE	51.0698331700	17.0975348800
SzkołaŻerniki	51.1214013500	16.9250679900
NOWYDWÓR(pętla)	51.1194915200	16.9517771400
Sudecka	51.0847899900	17.0189261000
Olsztyńska	51.1393859700	17.0951032000
OgródBotaniczny	51.1165953300	17.0520642200
Zębice-TrzechLip/Prusa	51.0030480000	17.1557970000
Śliwowa	51.1549000800	16.9389934200
pl.Wróblewskiego	51.1048849400	17.0483389600
Pasikurowice-cmentarz	51.2056802100	17.1009063400
Kiełczów-Boczna	51.1374282200	17.1886397600
Kosmonautów(NoweŻerniki)	51.1390510000	16.9271760000
ParkTysiąclecia	51.1092177700	16.9415729200
LEŚNICA	51.1446593000	16.8724220600
ZWYCIĘSKA	51.0594300000	17.0109800000
Opera	51.1056358700	17.0318566200
Renoma	51.1042864100	17.0300933000
Grota-Roweckiego	51.0506420100	17.0304024400
KRZYKI	51.0743848600	17.0066998900
Serbska(C.K.Agora)	51.1337097500	17.0201518000
ZajezdniaOŁBIN	51.1238394100	17.0410439100
Księska	51.0767904900	17.0892144900
Swojczycka	51.1141008400	17.1170798400
Kosmonautów(Szpital)	51.1418478700	16.9058947000
JERZMANOWO(CmentarzI)	51.1236229900	16.8837995500
Hermanowska	51.1222790000	16.9558990000
mostyMieszczańskie	51.1175254100	17.0255051600
Rymarska	51.0794780000	16.9923810000
Pasikurowice-Wrocławska(nawys.nr14)	51.2150184100	17.1106155900
Kromera(Czajkowskiego)	51.1355758100	17.0690750500
Szkolna	51.1316081900	16.8481725900
PL.GRUNWALDZKI	51.1121887500	17.0633575100
Twardogórska	51.1527670000	17.0436330000
Budziwojowice	51.2230897200	17.1879813700
Wyszyńskiego	51.1223244700	17.0519629100
KRAKOWSKA(Centrumhandlowe)	51.0899701900	17.0648925200
ZAKRZÓW	51.1624766000	17.1251204200
KROMERA	51.1316473700	17.0626302400
RadioiTelewizja	51.0718578200	17.0060188100
Borowa-stacjakolejowa	51.1851082600	17.2799828100
BrzeziaŁąkaGłówna	51.1225425200	17.2649686200
pl.Bema	51.1170872500	17.0432679700
Borowa-stacjakolejowa	51.1854448500	17.2801659700
pl.Wróblewskiego	51.1060485300	17.0463805200
DolnośląskaSzkołaWyższa	51.1124757900	16.9887106800
Szczodre-stawy	51.2044730900	17.2049794300
Wschowska	51.1448632500	16.8818469500
Katedra	51.1134442000	17.0502179500
HALLERA	51.0859918300	17.0117324300
PARKPOŁUDNIOWY	51.0724375500	17.0109098700
Karwińska	51.0812736800	17.0767333800
Małopanewska	51.1236660200	16.9877389400
Sanocka	51.0932815900	17.0302326400
ZĘBICE-pętla	51.0048160000	17.1539430000
Bierutowska75	51.1557581400	17.1399840800
Pisarzowice-Odrzańska	51.2052389000	16.8525611000
Grochowa	51.0971763900	17.0040351300
KARŁOWICE	51.1342531700	17.0371479900
Bajana	51.1304830400	16.9669594000
GRABISZYŃSKA(Cmentarz)	51.0899037700	16.9766420300
Orzechowa	51.0829566500	17.0418044700
Kolista	51.1332341200	16.9740393900
Mirków-Jagiellońska	51.1681290800	17.1645747900
Jastrzębia	51.0836803300	17.0102912500
StadionOlimpijski	51.1170499000	17.0900227400
Siechnice	51.0308880000	17.1437010000
Bukowskiego	51.0767220000	16.9778300000
Broniewskiego	51.1353940300	17.0364704500
BiskupicePodgórneDongSeo/DongYang	51.0207780000	16.8962960000
FAT	51.0946277100	16.9812620600
MłodychTechników	51.1125973900	17.0121382000
Bajana	51.1311920500	16.9657363200
UrządWojewódzki	51.1085221900	17.0502200000
ArmiiKrajowej	51.0868913000	17.0693732600
Reja	51.1128218300	17.0554092900
RĘDZIŃSKA	51.1573876700	16.9488763700
Śnieżna	51.1495061000	16.8789305100
KOZANÓW(Dokerska)	51.1415645500	16.9635930000
BARDZKA	51.0822302500	17.0492639300
Pl.SOLIDARNOŚCI	51.1134095900	17.0179614400
Klimasa	51.0799002100	17.0623729600
Prusa	51.1194763200	17.0573170800
FAT	51.0951428800	16.9794631200
Bierzyce-wieś	51.2384036200	17.1848725000
Krynicka	51.0796854400	17.0506705600
rondoŚw.OjcaPio	51.0596891500	17.0056594100
Wysoka-Radosna	51.0487544000	17.0002200500
Borowska(Szpital)	51.0752569600	17.0330585000
Miodowa	51.1351482500	16.8487416100
KOSZAROWA(Szpital)	51.1416629600	17.0647761500
Zaolziańska	51.0974777700	17.0251870300
Pietrzykowice	51.1229591200	17.2324348500
ParkStabłowicki	51.1596774500	16.8936900200
Siechnice-Zacisze	51.0305400000	17.1501800000
POŚWIĘTNE	51.1506673900	17.0289560400
Maślicka(Osiedle)	51.1482274400	16.9467456700
Monopolowa	51.1154619200	17.1112129300
Tokary-osiedle	51.2308562900	17.1350530200
Drukarska	51.0900688900	17.0202333600
PL.GRUNWALDZKI	51.1119574400	17.0625496500
Główna	51.1634006900	16.8958143900
Jarnołtowska(Krzeptowska)	51.1202335400	16.8565220700
Siechnice-Staszica	51.0212890000	17.1595320000
RACŁAWICKA(pętla)	51.0777720000	16.9837450000
Zaolziańska	51.0978092500	17.0253910500
DWORZECAUTOBUSOWY	51.0972692700	17.0365797600
Brodnicka	51.1482167800	16.9307749700
Skała-skrzy.(obr.Węgrów)	51.2557989000	17.2284529300
Zaprężyn	51.2519651000	17.1929477200
SzkołaŻerniki	51.1211917700	16.9268594700
Krępicka	51.1512331000	16.8563744500
Jutrosińska	51.1470221400	17.0419950600
Kosmonautów(Szpital)	51.1420698800	16.9050148800
Miodowa	51.1355576700	16.8489406600
Pruszowice	51.1886252800	17.1341788500
Lipska	51.1450717100	16.9873408100
Siechnice-Szkolna	51.0345590000	17.1461900000
Gajowa(Dawida)	51.0938080000	17.0408260000
MostMilenijny	51.1366686500	17.0004071000
Pereca	51.1010778400	17.0075234900
Bałtycka	51.1371797200	17.0294499300
OSIEDLESOBIESKIEGO	51.1592538700	17.1327617400
Gajowicka	51.0881765000	17.0056747900
PL.STASZICA	51.1225510300	17.0308837600
BARDZKA	51.0825577700	17.0493748100
Mielecka	51.0895219800	16.9996896400
Rondo	51.0911436500	17.0174944400
Bukowina	51.2105786100	17.1401120700
Sołtysowicka	51.1424517800	17.0709130900
Miłoszycka	51.1165595700	17.1271468400
Kamieńskiego(Szpital)	51.1486829400	17.0429112300
UrządWojewódzki	51.1104499100	17.0485819200
TRZMIELOWICKA(Stacjakolejowa)	51.1433995100	16.8638031000
Ołtaszyn	51.0567868000	17.0237901600
WrocławskiParkTechnologiczny	51.1061153700	16.9706863800
UniwersytetEkonomiczny	51.0895357800	17.0272791700
Dmowskiego	51.1162415800	17.0247245000
DWORZECNADODRZE	51.1248409500	17.0348163400
Wyszyńskiego	51.1226808900	17.0525753700
Jarzębinowa	51.0812965700	17.0165659600
Gądowianka	51.1201672100	16.9730231300
Polkowicka	51.1552629200	16.8730698200
KLECINA	51.0656686300	16.9873501300
Pustecka	51.1399633500	16.8539153800
Siechnice	51.0317650000	17.1414020000
Śrubowa	51.1119743200	17.0003038100
Św.Katarzyna-szpital	51.0194810000	17.1180680000
Brzezińska	51.1494385600	16.8666212800
Orzechowa	51.0833436600	17.0394669600
Radomierzyce	51.0433020000	17.0462480000
Borowa-skrz.	51.1945381000	17.2799901000
ParkZachodni	51.1293256100	16.9721211200
Husarska	51.0601287200	17.0020983500
RakówIII	51.1580114900	17.2726919300
Piramowicza	51.1031808000	17.0963274400
JERZMANOWO(CmentarzI)	51.1241088600	16.8860090600
Długołęka-Robotnicza	51.1780222100	17.2007786300
Św.Katarzyna-szkoła	51.0253310000	17.1144650000
Kościelna	51.0636966100	16.9813820000
Wielkopolska	51.1411474200	16.8869030800
Grabowa	51.1399247800	16.9209347400
Przystankowa	51.0715250900	17.0325755300
rondoŚw.OjcaPio	51.0595318500	17.0062612700
Międzyrzecka	51.0943624900	17.0823601800
PORTLOTNICZY	51.1097200000	16.8814460000
Jeleniogórska	51.1456283400	16.8760243800
Suwalska	51.1517722600	16.9271541000
Rondo	51.0916774800	17.0162404300
BulwarDedala	51.1267875000	16.9629985200
Fiołkowa	51.0921059300	16.9774910100
BISKUPIN	51.1012573000	17.1091415100
Graniczna	51.1083600200	16.9100751600
Lubelska	51.1634860400	16.9192652800
Byków-Ogrodowa	51.1920389800	17.2400111300
RakówII	51.1690342300	17.2775475500
Wojanowska	51.1540460000	16.8947940000
Rynek	51.1112032800	17.0269481100
Krakowska	51.0925743300	17.0609456000
Krucza	51.0921559300	17.0084854600
DWORZECGŁÓWNY	51.1007139500	17.0360707800
BROCHÓW	51.0589640000	17.0864790000
Kamiennogórska(Ośrodekdlaniewidomych)	51.1424931800	16.9007395500
Jaworowa	51.0803377500	17.0212776300
POPOWICE(Stacjakolejowa)	51.1258924200	17.0028523700
Kępa-skrzy.	51.2410006900	17.1955393500
Łozina-Milicka/szkoła	51.2347397500	17.1813188000
Dolnobrzeska	51.1550096700	16.8590301600
Grunwaldzka	51.1151340100	17.0667623800
Stępin-kościół	51.2134415000	17.2855453000
Królewska	51.1555519900	17.1292482700
Arena	51.0950282600	17.0272614900
KIEŁCZOWSKA(LZN)	51.1467764000	17.1209557100
Mroźna	51.1349244300	17.1379010400
Bukowina-skrzy.	51.2049655100	17.1538612200
STADIONWROCŁAW(Królewiecka)	51.1440074700	16.9496930400
BIERUTOWSKA(Wiadukt)	51.1581934000	17.1465465800
Godzieszowa-transformator	51.2415620900	17.1309744600
Szybowcowa	51.1301180700	16.9660210200
Pułaskiego	51.0986714900	17.0439781800
Trzebnicka	51.1279170600	17.0363428100
Świeradowska	51.0770466400	17.0462375200
FAT	51.0947666500	16.9807672900
DługołękaUrządGminy	51.1761828000	17.2014097300
Wiśniowa	51.0835196100	17.0246700500
KOZANÓW	51.1375588400	16.9688781200
Graniczna	51.1087178700	16.9092042900
Serbska(C.K.Agora)	51.1338962000	17.0196455000
Rysia	51.1279101700	16.9905910900
Piłsudskiego	51.1020379200	17.0253017800
Kiełczów-Mleczna	51.1402019600	17.1780840400
NaOstatnimGroszu	51.1225531600	16.9748399600
Długołęka-Parkowa/skrzy.	51.1795100300	17.1903906100
ParkZachodni	51.1287913400	16.9728665600
HalaStulecia	51.1068946800	17.0737202600
StadionWrocław(Lotnicza)	51.1371491800	16.9410612900
ArmiiKrajowej	51.0878336400	17.0683065300
Popowice	51.1260430400	16.9966930700
Arkady(Capitol)	51.1012407300	17.0297595300
Nowowiejska	51.1243586600	17.0450289200
StadionOlimpijski	51.1168749500	17.0898967300
Bielany-Boczna	51.0378031800	16.9685451600
Janówek	51.1980830000	16.9058919700
Modra	51.1362553500	16.9667695100
Świeradowska	51.0771518800	17.0462618300
Wojanowska(Arachidowa)	51.1545100000	16.8979700000
Sąsiedzka	51.0667271900	16.9944933100
Borowska	51.0879368200	17.0360526600
Jerzmanowskanr9	51.1260826600	16.9098917700
Kominiarska	51.1691800900	16.9971980000
Wołowska	51.1473036700	17.0298673900
Kiełczowska	51.1455231600	17.1370634200
Sztabowa	51.0889321500	17.0146463700
DWORZECNADODRZE	51.1247465500	17.0348941700
Brzezińska	51.1496508400	16.8667172400
Tymiankowa	51.1757470000	16.9939100000
Kępińska	51.1444099000	17.0314311400
pl.Legionów	51.1048312500	17.0225798600
UniwersytetEkonomiczny	51.0894017200	17.0291905300
Przedwiośnie(Stacjakolejowa)	51.1596641900	17.1215061800
LEŚNICA-Hermes	51.1458711500	16.8663056000
NaSzańcach	51.1193590500	17.0419311100
Bierdzany	51.0920166300	17.0914006500
pl.OrlątLwowskich	51.1065124400	17.0217420800
Pawłowicka	51.1696058800	17.1132082300
Gajowa(Dawida)	51.0934920000	17.0408150000
Wilczyce-Dębowa	51.1305210500	17.1633087300
Poleska	51.1461778800	17.1304934700
GRABISZYNEK	51.0906694700	16.9889329100
WAŁBRZYSKA	51.0632300400	16.9767633900
Brochowska	51.0690124800	17.0948041300
PL.STASZICA	51.1224894900	17.0304965100
RODZgoda	51.0662839500	17.0592868000
Trestno	51.0758000000	17.1456490000
Zimowa	51.0706458300	16.9987564800
Łozina-kościół	51.2322232400	17.1763553600
Iwiny(Rondo)	51.0446060000	17.0608460000
Nowowiejska	51.1239173100	17.0441528000
Bierutowska	51.1541496000	17.1367611200
Racławicka	51.0814048600	17.0002057700
MIŃSKA(RondoRotm.Pileckiego)	51.1075314500	16.9495754800
Kiełczówek-pętla	51.1189967300	17.1862747500
Siechnice-CPNnż	51.0401890000	17.1299100000
GALERIADOMINIKAŃSKA	51.1074017100	17.0397532200
Grabowa	51.1397849700	16.9222746600
GALERIADOMINIKAŃSKA	51.1060888000	17.0380072600
BrzeziaŁąka-cmentarz	51.1225665700	17.2389121900
